350089618,55.9541989,-3.1094939,,
403799306,55.9791200,-3.1777471,,
496009234,55.9164721,-3.2891925,,
496034114,55.9143268,-3.2887376,,
496402181,55.9268944,-3.2370250,,
505215106,55.9287327,-3.2398909,,
746873996,55.9706562,-3.2477478,,
799237940,55.9475652,-3.2673502,,
799442104,55.9449964,-3.2681987,,
882634226,55.9066356,-3.1392592,,
1094598894,55.9578856,-3.2692427,Playground,
1414762230,55.9380800,-3.1873830,,Traversing (climbing) wall
2378989556,55.9522816,-3.1184578,,
2387003866,55.9483620,-3.3110752,,
2387003893,55.9470715,-3.3093221,,
2578137459,55.9772122,-3.2982764,,
2589353220,55.9765501,-3.1720983,,
2631496351,55.9427771,-3.2257699,,
2645862450,55.9445681,-3.2313848,,
2750960700,55.9187800,-3.2955176,,
4995216,55.9797265,-3.2243103,,
5018664,55.9133392,-3.1311590,,
5049180,55.9337881,-3.2266278,,
5182915,55.9760962,-3.2418922,,
5900183,55.9408860,-3.1995049,,With metal fence
9192830,55.9350278,-3.1204360,,
9193387,55.9324294,-3.1170906,,
9227527,55.9321369,-3.1257228,,
9233892,55.9409543,-3.2214194,,
26273082,55.9045080,-3.1958196,,
26278371,55.9474207,-3.1466819,,
26607268,55.9481583,-3.1779070,,
26626411,55.9626672,-3.2131932,,
26666889,55.9076248,-3.1751410,,
28509899,55.9307373,-3.1429197,,
28510000,55.9310664,-3.1390124,,
28602073,55.9290713,-3.1205368,,
28648049,55.9307782,-3.1244962,,
29593370,55.9244995,-3.1584576,,
30239644,55.9165207,-3.1085538,,
30240064,55.9119583,-3.1048252,,
30414592,55.9259062,-3.1939486,,
30533986,55.9169305,-3.1402176,,
30886178,55.9752592,-3.1940174,,
30886228,55.9749691,-3.1910474,,
31232735,55.9320091,-3.1590713,,
31298253,55.9350379,-3.2492601,Saughton Play Park,
31339084,55.9142383,-3.0922779,,
31980802,55.9366728,-3.0770218,,
31981303,55.9347745,-3.0745596,,
31981368,55.9352456,-3.0760616,,
31981518,55.9366464,-3.0795224,,
32123452,55.9110677,-3.1657827,,
32204468,55.9451911,-3.0699823,,
32204511,55.9458051,-3.0570100,,
32340954,55.9506974,-3.1106843,,
32395947,55.9555106,-3.1121772,,
32559309,55.9360128,-3.0620239,,
32781878,55.9745424,-3.1810487,,
37945226,55.9270808,-3.2841934,,
37995892,55.9605822,-3.1957579,Scotland Yard Park,
37995894,55.9609237,-3.1972767,,
39626160,55.9234490,-3.2173989,,
39960663,55.9676788,-3.1880501,Redbraes Park,
41200651,55.9402629,-3.2264602,,
41310207,55.9508174,-3.2909515,,
41454825,55.9455832,-3.1796759,,
41524726,55.9630019,-3.2433653,,
46114050,55.9730681,-3.1736776,Henderson Gardens Park,
47515247,55.9708791,-3.1658204,,
49824363,55.9707232,-3.2449744,,
51297117,55.9375139,-3.2313983,,
51367335,55.9436521,-3.2399278,Roseburn Park,
52944303,55.9369143,-3.2410426,,
55419106,55.9415296,-3.1877888,,
61215596,55.9642240,-3.2777903,Play Around Edinburgh,With fence
65085802,55.9272151,-3.1470234,Adventure Playground,
65502048,55.9449359,-3.2687177,,
65502058,55.9447054,-3.2685066,,
66405311,55.9443997,-3.2720945,,
67529107,55.9448375,-3.2686833,Sky Trail,
67530915,55.9476352,-3.2674637,,
67614774,55.9435691,-3.2694399,,
72788168,55.9053943,-3.2744439,,
72788173,55.9058031,-3.2625640,,
75399538,55.9120813,-3.2256425,,
82312149,55.9178808,-3.3161540,,
85004696,55.9595169,-3.1757373,,
85396323,55.9688025,-3.1942236,,
85396628,55.9672690,-3.1937864,,
85703079,55.9583749,-3.2436508,,
87540185,55.9498621,-3.2043708,,
90145643,55.9685043,-3.1637821,,
90237796,55.9684736,-3.1837698,,
93316041,55.9556138,-3.1482344,,
93446490,55.9465385,-3.0996466,,
94947782,55.9590102,-3.1441173,,
97542625,55.9363974,-3.0700736,,
97542628,55.9363385,-3.0706016,,
97542633,55.9363317,-3.0708059,,
100007413,55.9743971,-3.1773515,,
106751768,55.9367866,-3.2240260,,
112939336,55.9559315,-3.2563125,,
122647652,55.9367611,-3.2354226,,
124861437,55.9702956,-3.2630744,,
128181095,55.9556440,-3.1458116,,
128496034,55.9740981,-3.2270326,,
129996057,55.9396837,-3.2847585,,
129996058,55.9358795,-3.2751207,,
129996212,55.9270493,-3.2372481,,
135986194,55.9387093,-3.3015299,,
156117549,55.9057342,-3.2215565,,
158076230,55.9412917,-3.1849045,East Meadows Play park,
162801101,55.9069138,-3.2140031,,
166454572,55.9621358,-3.1604672,,
169733372,55.9476432,-3.3052169,,
169738617,55.9569647,-3.3068267,Fauldburn Park,
169738903,55.9392624,-3.2993233,,
196841032,55.9555796,-3.2304891,,
201167290,55.9051838,-3.2911508,,
207318475,55.9431733,-3.2136792,,
223849322,55.9648787,-3.3142552,,
225019080,55.9628748,-3.2437107,,
225250578,55.9051361,-3.1560638,,
228323203,55.9724628,-3.2613867,,
228323205,55.9772685,-3.2521105,,
230814633,55.9340944,-3.2395208,,
232192354,55.9723814,-3.2248885,,
232326311,55.9265468,-3.2843627,,
238481505,55.9027675,-3.1552041,,
248115691,55.9281898,-3.2733651,,
255023605,55.8952825,-3.3138500,,
258551118,55.9171931,-3.1598284,,
262754860,55.9625309,-3.1940209,Heriot Hill Nursery Playground,
266670045,55.9412840,-3.1443147,,
269960150,55.9519020,-3.1274536,,
270103228,55.9439675,-3.1442393,,
270107210,55.9455624,-3.1422543,,
273061504,55.9222912,-3.0676254,,
277235313,55.9628344,-3.1841761,,
279766308,55.9587993,-3.1910815,,
282853156,55.9065306,-3.1294584,,
284010377,55.8994163,-3.1546346,,
289421943,55.9290718,-3.2055703,,With metal fence
289588211,55.9503923,-3.1891275,Royal Mile Nursery,
290822624,55.9495874,-3.1887817,Cowgate under 5’s Centre,
291994171,55.9208097,-3.2574592,,
298354287,55.9126699,-3.2733755,,
298354289,55.9116703,-3.2701195,,
305725611,55.9711520,-3.1658163,,
306395523,55.9384504,-3.1212824,,
306395526,55.9377404,-3.1223055,,
